broker_company,broker_name,broker_phone_number,broker_photo_url,business_location,description,header,image_url,price
,,,,"Los Angeles, CA",ABSENTEE OWNER WELL ESTABLISEHD WABA GRILL FOR SALE. LOCATED VERY BUSY AREA WITH LOTS OF OFFICE BUILDING WELL MAINTAINED STORE AND EQUIPMENT. REASONABLE RENT. POTENTIAL TO SAVE LABOR COST IF OWNER...,Waba Grill in Los Angles for Sale,https://images.bizbuysell.com/shared/listings/203/2030829/d9257535-97f9-4e1b-87a3-25df187c828d-W336.jpg,235000.0
,,,,"Sacramento County, CA","Over 7,000 businesses sold since 1981!

Business Team, Business Sales & Acquisitions, a unit of BTI Group Inc., is the largest Business Brokerage firm in the Western United States specializing in representing Sellers and Buyers of businesses in a wide range of industries including manufacturing, distribution, services, retail and more. Business Team works as a ""Team""? and employees some of the top Business Brokers in the industry. In business for over 30 years, we have developed both an unmatched depth of experience (an aggregate of several hundred years!) and a vast network of individual, corporate, and investment group buyers. In addition, our affiliation with the International Business Brokers Association allows us to reach buyers represented by other intermediary firms throughout the world. Please visit www.business-team.com for additional information and how to become a business broker with Business Team, Business Sales & Acquisitions.",,,
,,,,"San Francisco, CA","Approximately 3000 Sqft of live & work space Great track record - serviced many fortune 500 companies, celebrities, business's and industries Excellent Reviews - 5 stars on Yelp! Business can be sold...",Turnkey Production Studio Business for Sale (long operating history),https://images.bizbuysell.com/shared/listings/211/2111313/47647e5c-0d54-493e-ae2e-2ddba7583adb-W336.jpg,
,,,,"Contra Costa County, CA","Contra Costa County based Public Works General Engineering Construction Company that has been in business for the last 29 years. The owners can show that the company grossed around $1.4M in 2022, net...",General Engineering Construction Company,https://images.bizbuysell.com/shared/listings/211/2111217/5933c657-2ce3-4f28-ac37-bd255ad1cb27-W336.png,1500000.0
,,,,"West Hollywood, CA","1. Store size: 2,300 sf 2. Business hours: 11:30~3pm, 5pm~10pm(Tue~Sat), 5pm~10pm(Sun), Mon close 3. Rent & Increase: $3,500+$726(CAM), $100 per year 4. Lease & Deposit: 5 years, $7,400 5. No. of...",Sushi restaurant-->Low rent fee,https://images.bizbuysell.com/shared/listings/211/2111187/f995d9bf-fcd5-453c-a728-fdc55957bc70-W336.jpg,329000.0
,,,,"Santa Monica, CA","1. Store size: 1,750 sf 2. Business hours: 11:30~10pm(M~F), 1pm~10pm(Sat), 1pm~9pm(Sun) 3. Rent & Increase: $5,000(Include CAM), 3% 4. Lease & Deposit: 5+5 years, $7,500 5. No. of Employee: F 5, P 3(4...",Sushi restaurant,https://images.bizbuysell.com/shared/listings/211/2111088/4630c85b-1310-4708-a922-6e93c2fcea20-W336.jpg,495000.0
,,,,"San Jose, CA","Very Low Overhead, EXISTING Home Based, Franchised, Business Opportunity! The Most Qualified Potential Buyer is one who is: Physically active Handy and enjoy fixing things Patience with clients and...",San Jose - Moving Claims Damage Resolution & Furniture Restoration,https://images.bizbuysell.com/shared/listings/211/2110810/a7b19fc7-5fdf-4020-b285-93cc57848ce3-W336.jpg,195000.0
,,,,"Los Altos, CA","Absentee run Locally owned independent pet store for sale in upscale Downtown Los Altos. Owner focus on healthy, holistic foods, small companies, and locally made products and carry products you can't...",Absentee run Pet supplies store for sale in Downtown Los Altos,https://images.bizbuysell.com/shared/listings/211/2110398/e935999c-8ecf-4a56-a26d-62e0d241a4c4-W336.jpg,95000.0
,,,,"Downey, CA","Subject franchise, a retail flower shop that has been well-established since 1982. It has high gross, high visibility, and is at a prime signalized corner location, a freestanding building with...",Semi-absentee owner High Gross Franchise Retail Flower Shop for Sale,https://images.bizbuysell.com/shared/listings/211/2110304/45491a47-4093-4080-b958-234dd8ad7b7a-W336.jpg,195000.0
,,,,California,"BUSINESS HIGHLIGHTS This outstanding acquisition opportunity is for a distributor of hardware for universal door and gate systems. The Company sells a variety of gate and door operating assemblies,...",Distributor of High-Quality Door & Gate Hardware,https://images.bizbuysell.com/shared/listings/211/2110301/151d9177-7275-4061-b2f0-a325beff1ba1-W336.jpg,
,,,,"Ventura County, CA","Long-established, internationally recognized brand with a reputation for quality and delivering the industry’s standard products in the growing $9+ Billion Industry which is expected to reach $11...",Manufacturer w Patents Includes over $200K Inv & $60K+ SDE!,https://images.bizbuysell.com/shared/listings/211/2110266/ccf5d4d4-7676-4c74-856a-a9e4c0a91816-W336.png,445000.0
,,,,,,,,
,,,,California,This is a perfect acquisition opportunity for a minority managing partner/GM looking to venture out on their own. Or an aspiring franchised dealership owner. This franchised dealership is a...,Chrysler Dodge Jeep Ram Dealership For Sale- North West Coast,https://images.bizbuysell.com/shared/listings/211/2110176/0dad7862-9e5e-4a6e-92b3-c26016ec5ae7-W336.png,1250000.0
,,,,"San Francisco, CA","Authentic Italian and Mediterranean restaurant for sale in Downtown San Francisco inside a well known food court. Their food is a blend of Italian and Mediterranean dishes such as pizza, pasta, wraps....",High volume Italian and Mediterranean restaurant for sale in SF mall,https://images.bizbuysell.com/shared/listings/193/1935777/45bb6de0-d790-4cde-aef4-ba32af249f54-W336.jpg,150000.0
,,,,California,"Investment Highlights: • Core Management/Staff in Place: The Company has a strong operational and management team, including its sales team, Press/Production Manager and Warehouse Manager. • Recurring...",Full Service Sign and Custom Printing Shop,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/serviceother.jpg,
,,,,"Los Angeles, CA",MOTIVATED SELLER--Store has off-sale Beer & Wine License. Located in a busy Latino Neighborhood. Good visibility with lot of walking traffic. Store has operational kitchen with hood and grease trap...,Beer & Wine Market With Deli,https://images.bizbuysell.com/shared/listings/193/1933891/51c64632-9198-4d57-8389-57e06dd5559c-W336.jpg,119000.0
,,,,"Atascadero, CA","Revenues continue to increase every year as development, landscaping and the increased demands of contractors increase. This is a turnkey business with an opportunity to step in and acquire a high...","Long-Time, Profitable Equipment Rental & Repair",https://images.bizbuysell.com/shared/listings/193/1933790/8a4aebb0-5160-4363-8432-6ac6aa15342e-W336.jpg,299000.0
,,,,"Millbrae, CA",Great location and profitable!! Super opportunity to own a very successful retail and skin service business. Both profitable in retail and online sales! 12 years with the same owner at this location...,Beautiful Shiseido Retail And Skin Service Spa,https://images.bizbuysell.com/shared/listings/187/1876318/f76bea24-7174-4089-ba42-b2cf8129a976-W336.jpg,79000.0
,,,,"Riverside, CA","** MONTHLY GROSS: $36,000 ** MONTHLY RENT: $ 3,821 ** LEASE TERMS: 5+ 5 ** BUILDING SIZE: 2,400 SQFT. ** SELLER WANTS TO RETIRED. ** OWNER WORK FULL TIME. ** WELL ESTABLISH CLIENTELE.BUSINESS SINCE...",High Profit Embroidery Shop Since 2005,https://images.bizbuysell.com/shared/listings/192/1922784/bee649fd-b79b-4cc4-9232-c9b262438f7a-W336.jpg,375000.0
,,,,"Los Angeles, CA","This web-based property management company boasts full-online features that include over 80 cooperative pay-to-list website partners, market comparable reports, transparent online accounting with...",Property Management – Full-Featured w/Single Family Home Focus,https://images.bizbuysell.com/shared/listings/192/1921672/b1487e1d-e430-4a43-aaa4-2e2c822bf255-W336.jpg,500000.0
,,,,"Palm Springs, CA",A restaurant in the greater Palm Springs area is available!! This established restaurant is in a great location close to all the area's attractions. Their excellent reputation for service and...,Restaurant Beer & Wine License,https://images.bizbuysell.com/shared/listings/198/1985296/3bb0fa02-29a8-499f-8ceb-4f1a12963f72-W336.jpg,550000.0
,,,,"San Francisco, CA","Lotto/ western Union services/tax preparation business for sale in San Francisco Outer sunset. Located on a prime bustling street near many restaurants, shops, bakeries and coffee shops. The store is...",Established Lotto/western Union/Tax preparing business for sale in SF,https://images.bizbuysell.com/shared/listings/199/1991387/5074323a-8c69-4d86-9d7d-97ab38938f81-W336.jpg,170000.0
,,,,"San Diego County, CA","High Complexity CLIA for virology, with Medical Director employed. Nothing else. Active and ready....","High Complexity CLIA lab, established S-Corp with Medical Director",https://images.bizbuysell.com/shared/listings/199/1990758/f6e9ea9c-278a-4cab-8cc7-9248bc3ad450-W336.jpg,120000.0
,,,,"Santa Barbara, CA","Just Reduced! (Over $140k Price Reduction) High Traffic Downtown Santa Barbara Restaurant! Gross Sales and Net: To be discussed with Owner Rent: $5,000 per mo. Square Feet: 883 Sq. Ft. (sidewalk...",Restaurant/Café with Beer & Wine LIC,https://images.bizbuysell.com/shared/listings/199/1990730/5c258caf-0cfd-4e82-80f0-b0628d55f2c9-W336.jpg,199000.0
,,,,,,,,
,,,,"Los Angeles, CA","This vegan food delivery service with a local presence for their freshly prepared meals, and national presence for their frozen options, is the incumbent player in this highly attractive feel-good and...",Vegan Food Delivery Service with a Local & National Presence,https://images.bizbuysell.com/shared/listings/199/1990006/0f562c62-0e83-4e92-b6d9-0164548c89ce-W336.jpg,150000.0
,,,,"Marin County, CA",Now you can own a well-established gym serving customers of beautiful Marin County. The owner currently works 10 to 20 hours per week. The business can be owned entirely absentee/passively by...,Functional Training Gym | Semi-Absentee! #1941,https://images.bizbuysell.com/shared/listings/198/1989745/b1a6ebd9-f2d8-46f4-ab7b-0dc8e76ea544-W336.png,419000.0
,,,,"Commerce, CA",A well established franchise chain with over 60 units. Super location and next to Starbuck....,Famous Sandwiches Restaurant,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/foodother.jpg,275000.0
,,,,"Santa Barbara, CA","Full liquor license - Type 47 – On-Sale General - Eating Place. Approved for use in Santa Barbara County, downtown in Census Track 9. Please contact Compass First for additional information....",Type 47 ABC License - Santa Barbara,https://images.bizbuysell.com/shared/listings/121/1219330/8e2e63bd-9289-4a29-89c9-5204b2261440-W336.jpg,385000.0
,,,,"Cerritos, CA","*** IN ESCROW*** #1287304 Area: Artesia (near the boarder of Cerritos) Asking Price: $85,000 Rent: $6,504.18 NNN: $1,913.86 Security Deposit: $13,624.68 Lease Term: Until 10/31/2031 Size: 1,511 sq....",Turnkey Shabu Shabu restaurant for sale in Artesia,https://images.bizbuysell.com/shared/listings/217/2176326/d07300dd-29ef-4e64-a468-e9938c96c9b6-W336.jpg,85000.0
,,,,"Commerce, CA","The opportunity being presented is quite remarkable. It involves acquiring a portable Cultivation (10,000 Sq Ft Canopy), Manufacturing, Distribution & Delivery Licenses in Commerce, CA! The new owner...","Portable Cannabis Licenses For Sale (Commerce, CA) #1162",https://images.bizbuysell.com/shared/listings/217/2176048/3ad913c2-8827-4dc3-8b12-c87f3474fd7b-W336.png,350000.0
,,,,,,,,
,,,,"Orange County, CA","Listing # - 5415 LSMD Located on a bustling street in the heart of Orange County, this Chicken Wing Restaurant offers an exceptional opportunity to own a thriving business in a prime location....",CHICKEN WING RESTAURANT - AS IS ASSET SALE,https://images.bizbuysell.com/shared/listings/218/2181732/b01971e6-8c57-4b9e-88c6-cf0ae1aae466-W336.jpg,70000.0
,,,,"Orange County, CA","Listing # - 5405 AH Indian Restaurant in an affluent Orange County, with an excellent reputation. This family-run restaurant is well known for its authentic Indian cuisine and has loyal customers. The...",INDIAN RESTAURANT - FULL KITCHEN,https://images.bizbuysell.com/shared/listings/217/2176512/faf8b116-3d6c-4bd1-8918-2fcca097bff7-W336.jpg,110000.0
,,,,"Northridge, CA","Absentee Owner. Profitable franchise dessert store for sale. Well established and maintained the store. Located very busy area near college. Monthly rent $6,884, Sore Size: 999sf Monthly Gross:...",Profitable franchise dessert store for sale,https://images.bizbuysell.com/shared/listings/203/2030827/5bbd5744-b510-4717-9270-4e8431e25d13-W336.jpg,239000.0
,,,,"Los Angeles, CA","1. Business hours: 8am~5pm(7 days open) 2. Rent & Increase: $5,750(Include CAM), 3% 3. Lease & Deposit: 2+5 years, $5,000 3. No. of Employee: F 7, P 2($20,000) 4. How long owner work per week: Just...",Car wash-->Huge potential,https://images.bizbuysell.com/shared/listings/202/2024360/dd1984cd-6ac9-4bf5-8ea7-838919772757-W336.jpg,395000.0
,,,,"Sunnyvale, CA",High volume Taiwanese comfort food restaurant for sale in Sunnyvale with ample parking. Thru are known for the Taiwanese bentos boxes to go. They also serve variety of boba tea drinks along popcorn...,High Volume Taiwanese comfort food restaurant for sale in Sunnyvale,https://images.bizbuysell.com/shared/listings/202/2029419/7122b6f7-76bd-4c27-a451-0a36a6edb66c-W336.jpg,350000.0
,,,,"San Bernardino County, CA","Price Reduced to $375,000 with pre approved SBA financing in place for well qualified experienced Buyers. This established Acai Berry Bowls, Juices & Smoothies Restaurants has been such a success...","$168,000 Profit - Quick Service - Acai Berry Bowls, Juices & Smoothies",https://images.bizbuysell.com/shared/listings/202/2029354/c55df827-a6f5-406a-9043-19a1fdd94c79-W336.jpg,375000.0
,,,,"Riverside, CA","We have for you an inviting Curves fitness circuit club with coaches, that is specifically designed for women and provides a fun, fast, and safe place to work out in the Inland Empire. Curves is...",Established Profitable Women's Fitness Club - Inland Empire,https://images.bizbuysell.com/shared/listings/202/2029047/07a36c08-6682-4ad6-9abf-09595a203015-W336.jpg,35000.0
,,,,"Orange County, CA",This is not your typical electrical company for sale. No need to wait for that next service call to generate business or take that trip across town to buy a part for a job. This company boasts...,Commercial Electrical Company w/Recurring Revenue (SBA avail),https://images.bizbuysell.com/shared/listings/199/1999817/d66c3449-eb08-43f5-a009-7ada2531946d-W336.jpg,3500000.0
,,,,"Orange County, CA","For sale is a famous and profitable restaurant and bar near the beach. With a mix of tourists and locals, there is not much competition for group dining. It is a freestanding building with ample...",Famous Restaurant with Bar near the beach,https://images.bizbuysell.com/shared/listings/202/2028179/89428968-5e88-4fe8-a1c5-4915fe0e9d77-W336.jpg,529000.0
,,,,"Orange County, CA","ref#452 - Affluent South Orange County with easy access to a major freeway, this 980sq.ft. practice is in an active shopping center on a main street. Small, yet busy, this facility is booked months in...",Optometry Practice for Sale,https://images.bizbuysell.com/shared/listings/202/2026212/1b2ad4f3-4790-469c-ac2e-67d472bda3aa-W336.png,125000.0
,,,,"San Luis Obispo County, CA","General Dentist Practice San Luis Obispo County Listing ID 1456849 $1,200,000 This well-established $1,500,000 revenue general dental practice has been serving San Luis Obispo County for over 25 years...","General Dentist Practice For Sale San Luis Obispo County, CA",https://images.bizbuysell.com/shared/listings/210/2107969/9c33e280-4553-4df0-a123-fa435d14d329-W336.jpg,1200000.0
,,,,"Toluca Lake, CA","This Toluca Lake area bar and restaurant is a neighborhood favorite and a regular with the studio crowd. The venue has a fantastic reputation for producing great drinks, popular pub food, and live...",Rare Toluca Lake Bar & Restaurant For Sale,https://images.bizbuysell.com/shared/listings/210/2109908/f61496ac-8486-47ba-aff8-9692e7a9a77a-W336.png,700000.0
,,,,"Sacramento, CA","Large Asian restaurant for sale in Natomas of Sacramento county. Located near two major freeways, the Sacramento International Airport, Walmart, In n out burgers and Downtown makes this area a prime...",4974 Sq FT asian restaurant for sale in Natomas of Sacramento,https://images.bizbuysell.com/shared/listings/210/2109600/ded578ff-c9ac-4d2b-b373-a839eff69741-W336.jpg,399000.0
,,,,"Encino, CA",We have an accredited home health agency located in the heart of Encino (LA County) in a very well-situated office. The agency was established in 2020 by a single owner receiving its CDPH...,"Skilled Home Health in Encino Relocatable, Clean, Turn-Key",https://images.bizbuysell.com/shared/listings/210/2109465/ce4e9946-e2cb-4f8d-b184-b65e45b8f1ff-W336.jpg,179000.0
,,,,"Lakeport, CA",UNIQUE FINANCING OPPORTUNITY WITH VERY LOW RATES!! Owners are VERY motivated!!! Welcome to Lake County's favorite brewpub - a microbrewery and restaurant in one! They feature not only a selection of...,O'meara Bros. Price Reduced!!,https://images.bizbuysell.com/shared/listings/210/2109406/8e15627f-2513-4d52-9675-2f8265bfb1be-W336.jpg,199000.0
,,,,"Los Angeles County, CA",This ten year established Auto Repair shop has always provided the owner/operator with a very nice income. They perform all type of repairs and maintenance and specialize in electrical repair and...,Established Auto Repair Shop,https://images.bizbuysell.com/shared/listings/210/2109341/33d0dd2c-a07f-47e9-b7cc-afec95cebb50-W336.jpg,184500.0
,,,,"Santa Ana, CA","Nice, contemporary cafe with a French influence in affluent East Santa Ana area in a multi story apartment complex. Surrounded by hi rise offices, hi rise hotels, hi rise apartments, nice residential...",Profitable Café- Restaurant in affluent area,https://images.bizbuysell.com/shared/listings/210/2109327/eb7a4a75-6c4d-45a4-b996-6dc2ddf03b0c-W336.jpg,300000.0
,,,,"San Francisco, CA",PROPERTY HIGHLIGHTS High Cash Flow New Lease Negotiable Superb Location with Excellent Visibility Excellent Window Lining Solid Foot traffic High Ceilings The Marina District is popular with tourists...,"Ice Cream Shop Available | $498,000",https://images.bizbuysell.com/shared/listings/192/1921177/76b7b54d-f988-400f-a19a-6fa07b214907-W336.jpg,498000.0
,,,,California,"The Company specializes in high-purity process and mechanical piping services for industrial, pharmaceutical, and biotechnology applications. Projects include installation of new piping systems,...",High-Purity Process and Mechanical Piping Services,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/buildingelectrical.jpg,
,,,,,,,,
,,,,"Woodland Hills, CA","** MONTHLY GROSS: $75,000 ** MONTHLY RENT: $ 3,700 ** BUILDING SIZE: 1,500 SF STORE FRONT ** WAREHOUSE SIZE: 1,500 SF. ** SHORT STORE OPERATING HOURS. ** SELLER IS MOVING OUT OF STATE. ** WELL...",Outdoor Patio Furniture With Great Profit Margin,https://images.bizbuysell.com/shared/listings/191/1912982/09ebb511-1c24-4e87-8918-bb4e61ee16cd-W336.jpg,500000.0
,,,,California,Investment Highlights: • Licensing: The Company holds a California General “B” Contractors license. • Strong Historical Sales and Earnings Growth: Revenue grew at a 10.3% CAGR and earnings as measured...,Foundation Repair and Structural Concrete Rehabilitation Contractor,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/buildingconcrete.jpg,
,,,,"San Francisco, CA","Price reduced for quick sale. Very Popular busy store, has been there for many decades. Monthly Sales are 45-50K Highly profitable with high margin (40-45%) per seller. Rent 3350/mo, current lease is...",Liquor Store,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/retailliquor.jpg,177000.0
,,,,"Ojai, CA",Great opportunity to invest in and/or own and operate an exclusively located Retail Pharmacy that was established over 120 years ago! Located near a few medical offices. The Pharmacy is located in the...,Profitable Retail Pharmacy in the Heart of Ventura County!,https://images.bizbuysell.com/shared/listings/191/1910665/893244d1-6c0e-4f0f-a27f-d8b1cceb6159-W336.jpg,419000.0
,,,,"Santa Barbara, CA","Award winning cocktail bar and restaurant with a warm artistic ambiance, poured concrete bar, and vibrant staff. The quintessential late night mecca for innovative cocktails and delicious...",Cocktail Bar & Restaurant,https://images.bizbuysell.com/shared/listings/190/1908708/7be79c6c-833c-4e5e-aac2-ff4f7e31132d-W336.jpg,495000.0
,,,,"Orange County, CA",SUSHI RESTAURANT CLOSE TO 5 FREEWAY. VERY VISIBLE FROM THE ROAD AND WALKING DISTANCE FROM BEACH. CROWDED MILITARY AND TOURISTS ON WEEKEND. POTENTIAL TO INCREASE BUSINESS WITH OWNER-CHEF. PARTNERSHIP...,"Sushi Restaurant in S. Orange County, Beach Area",https://images.bizbuysell.com/shared/listings/190/1905468/3a66dd1f-91db-4acf-9738-8d9c88df4241-W336.jpg,249000.0
,,,,"San Francisco, CA",5 stars Family owned sushi restaurant for sale in Forest Hills in San Francisco. This restaurant has a unique menu that's a mixture of traditional Japanese sushi and tapas with many specials that are...,5 stars sushi restaurant for sale in Forest Hill of San Francisco,https://images.bizbuysell.com/shared/listings/190/1902695/39cb44af-74ec-4f74-889b-4ed636532177-W336.jpg,195000.0
,,,,"Santa Clara County, CA","Currently run entirely by an absentee owner, providing a huge opportunity for a new owner to step in and assume production or continue practice operation as-is! Located in one of the most sought-after...",Med Spa For Sale,https://images.bizbuysell.com/shared/listings/188/1880676/cd3ebe5f-8e18-4f2b-b48e-4458c37b9907-W336.png,330000.0
,,,,California,"Servicing the Greater Sacramento area of California, this business specializes in custom kitchen and bath remodeling services for residential customers. Additionally, they offer cabinet manufacturing...",Successful Contracting Business 38 Years of Excellent Reviews (37853),https://images.bizbuysell.com/shared/listings/198/1989156/25bb6574-0bd5-4ac2-a95b-69a48243af39-W336.jpg,1299000.0
,,,,"Guerneville, CA","Up for sale is a colorful and unique component of Russian River history, THE GUERNEVILLE 5 & 10. For 73 years, this fun store has served the visitors of this resort destination and surrounding area....","Iconic Russian River Store, Featuring Candy, Toys, River Play Needs +",https://images.bizbuysell.com/shared/listings/198/1987457/da4ee20f-c6d8-41c5-937d-2390fd1ed0bb-W336.jpg,390020.0
,,,,"Ventura County, CA","Ref#391 UNIQUE OPPORTUNITY FOR OPTOMETRY PRACTICE IN VENTURA COUNTY The location of this practice is highly desirable, close to resort area, beaches, and in a shopping center/strip mall. Anchor...",Unique Opportunity for Optometry Practice for Sale,https://images.bizbuysell.com/shared/listings/190/1901230/a1344ae3-6eb2-4469-88af-ff6daa56563a-W336.png,255000.0
,,,,"Oakland, CA","Asian fusion restaurant for sale in upscale Oakland neighborhood. Located in the neighborhood is a residential and commercial district in the North Oakland region of Oakland, California. This...",Asian Fusion restaurant for sale in Oakland upscale neighborhood,https://images.bizbuysell.com/shared/listings/198/1985061/03ef510b-27c8-4b83-81ec-fcfc9eab1498-W336.jpg,250000.0
,,,,"San Francisco, CA","Very profitable massage spa with a beautiful serene setting. Licensed as a massage business. Large loyal client list of 15,000 to 20,000, four private massage rooms with extra room for a fifth....",Incredible Profitable Massage Business,https://images.bizbuysell.com/shared/listings/162/1625048/b770a428-b3f5-46e4-aaa9-cbbcac502cec-W336.jpg,199000.0
,,,,"Santa Clara County, CA",This mobile calibration business has been servicing the Western United States since 1975. It is NIST traceable. The business offers competitive pricing and a three-day turnaround on items requiring...,Mobile Calibration Services,https://images.bizbuysell.com/shared/listings/198/1983554/7a42d277-58ca-4226-81df-edc0405e2a09-W336.jpg,759000.0
,,,,"Contra Costa County, CA","Life is like a box of Chocolate! Net $130,000 Asking Price $195,000 Small Sweet Business with a lots of Cash! This famous Chocolate retail Franchise Store is located in a well know shopping Mall in...","Making $90,000 Net Income as an absentee owner.",https://images.bizbuysell.com/shared/listings/198/1983124/dabb73a7-a6f4-4124-abc4-028eca67b418-W336.jpg,195000.0
,,,,"Carmichael, CA","100% American Innovation, 100% American Design, 100% American Manufacturing. - A 38-year-old company established in 1985 is looking for a buyout or takeover by an existing Manufacturer, Wholesaler,...",Athletic Apparel Design Company Since 1985,https://images.bizbuysell.com/shared/listings/212/2127459/93f7b85d-8531-4151-b31f-1d5f4436a933-W336.png,500000.0
,,,,"San Diego, CA","Unique opportunity to own a hair and beauty salon in one of the most affluent coastal communities in San Diego! With many upscale Hotels in the area, this salon enjoys a great location is in the heart...",Hair Salon in Affluent Community Now Available,https://images.bizbuysell.com/shared/listings/216/2169433/73851f5c-06a4-4d2c-b7e8-6bf2b8b9da83-W336.jpg,115000.0
,,,,"San Jose, CA",Very established and successful Physical Therapy Business. Receiving constant referal business from Doctors/Surgeons daily. Business accepts most insurances. This business has the capability to...,IN ESCROW-Great Physical Therapy Business!,https://images.bizbuysell.com/shared/listings/210/2105868/833b4497-0aaa-444e-89f6-583ddeaace81-W336.jpg,950000.0
,,,,"Los Angeles County, CA","Listing # - 5359 JH For sale is a kiosk located in a mall, and same owner since 2021. Currently help run with part time owner. Store Size: 250 sf / Monthly Rent: $5,500 / Lease Term: 1 year or New...",Coffee & Boba Kiosk - Inside Mall -  Asset Sale - Help Run,https://images.bizbuysell.com/shared/listings/211/2117798/5b449b18-f4d3-4c4a-8959-03b71e78bb06-W336.jpg,79000.0
,,,,"Corona, CA","Interim HealthCare is the nation’s first home care company and a trusted provider of home healthcare, personal care and support, hospice care and medical staffing services. Its recently opened corona...",Home health care & health care staffing franchise - only 29k,https://images.bizbuysell.com/shared/listings/219/2192552/633bc75b-5d02-4409-9a3a-cd2d50ad1b6a-W336.jpg,29000.0
,,,,"Los Angeles, CA","Hi, I am selling my second location Chinese Restaurant. Receive any reasonable Offer. My previous partner moved forward to another business. I don’t have that much time to operate 2 locations. The...","$999, Receive any reasonable Offer",https://images.bizbuysell.com/shared/listings/216/2163017/fb706d77-edb0-4b6e-b962-8472ffa3f4df-W336.png,65000.0
,,,,"Los Angeles, CA",Chinese Ad Agency Business Name and Logo $6500 Never used.. Ready for Use !!~~ ChineseAdAgency.com If you are looking for a good idea and name for a Chinese advertising market type Company Concept...,Chinese Ad Agency Business Name and Logo $6500,https://images.bizbuysell.com/shared/listings/221/2216165/72800b2e-d7fa-488d-9bff-4f1c50065ed9-W336.jpg,6500.0
,,,,"West Covina, CA",This sale is for equipment and leasehold interest only. A new lease will be negotiated between the landlord before close of sale. The list of equipment included in this sale are as follows: - Anvil...,Restaurant Equipment and Leasehold For Sale,https://images.bizbuysell.com/shared/listings/218/2189412/975384ca-c857-448f-a62c-24df6cbbb95e-W336.jpg,75000.0
,,,,"Gardena, CA","1. Store size: 1,500 sf, 32 seating capacity 2. Rent: 1-5-->$5,250 +$1,007(CAM), 6-10-->$5,775 + $1,007 3. Lease & Deposit: 7.5+5+5, $8000 4. Asking price: $50,000 5. Comment: This restaurant...",Restaurant asset sale-->Can apply alcohol license,https://images.bizbuysell.com/shared/listings/221/2215604/e830db17-3315-41f7-84ed-61ede56c5595-W336.jpg,50000.0
,,,,"Alameda County, CA","Founded by ex-Intel engineers , this profitable electronics design firm is located in the heart of Silicon Valley. This company provides services that span the entire design process from Ideation,...",Electronics Design Firm with Fortune 500 clients,https://images.bizbuysell.com/shared/listings/202/2027534/dd7fe052-d565-43df-a76b-a1fb17663e6e-W336.jpg,
,,,,"Montclair, CA",WHOLESALE BUSINESS ONLY.UNIQUE & NICHE MARKET. SELLER WILL TRAIN BUYER FOR FEW MONTHS UNTIL FAMILIAR WITH THE BUSINESS. SELLER WANTS TO RETIRED AFTER 35 YEARS AT THIS SAME BUSINESS. WELL ESTABLISH...,Well Establish  Craft & Décor  Wholesale Company,https://images.bizbuysell.com/shared/listings/202/2027290/9f9a4fdc-6ad9-49fd-b79e-99f569a54735-W336.jpg,999000.0
,,,,"Spring Valley, CA","Property Description - Office Space - 3,379 Sf - Workshop - 2,223 Sf - Covered Work Space - 7,000 Sf - Yard approximately 25,000 Sf Business Description - Commercial and Industrial roofing services:...",Roofing Business For Sale,https://images.bizbuysell.com/shared/listings/198/1987691/fa452f55-bd83-4ae6-8f4a-d623bbf629fe-W336.jpg,2299000.0
,,,,,,,,
,,,,"Long Beach, CA","MUST BE RELOCATED!! Must be Relocated!! Established in 1972, profitable Retail Pharmacy located in the densely populated area of Long Beach of Los Angeles County. At the present time, there one...",Established in 1972. Must Be Relocated! All major PBMs!,https://images.bizbuysell.com/shared/listings/202/2025826/d468f7d4-db22-4a14-8fb6-c84995bd9e36-W336.jpg,245000.0
,,,,"Contra Costa County, CA","ALL BUSINESSES NEED SIGNS! Asking Price $100,000 includes all machinery and inventory. Established and reputable custom sign shop for sale in Bay Area, East Bay. All design and installation and most...",This is an Owner Operator Sign Business for Sale.,https://images.bizbuysell.com/shared/listings/202/2025814/4cd08369-a1ce-4171-96e8-9a52526d8c55-W336.jpg,100000.0
,,,,"San Joaquin County, CA","Presented, is the opportunity to acquire a very profitable, specialized heat-treatment, pest extermination business. The thermal process of eliminating pests is a necessary method of extermination for...","Profitable Chemical Free, Thermal Pest Extermination Business",https://images.bizbuysell.com/shared/listings/202/2025784/92576a66-f004-457f-90a5-303fa299ddbc-W336.jpg,514780.0
,,,,"Orange County, CA","Listing # - 5218 WPD For Sale is a Very Popular Sushi & Teppan Grill Restaurant with Full Cocktail License. Loud Music, Trendy, Well Established in the Heart of South Orange County. Since 2005 This...","TEPPAN, SUSHI, COCKTAIL, DINNER ONLY, ABSENTEE RUN",https://images.bizbuysell.com/shared/listings/199/1996644/06d4cd09-add0-4d33-84c4-045a90935511-W336.jpg,1650000.0
